communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumB,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Borgercity,TX,?,?,9,15675,2.59,4.08,84.07,0.54,12.78,14.23,24.38,11.44,15.44,0,0,26111,71.52,0.79,38.01,31.72,5.49,18.72,32035,11781,12811,6455,13449,9725,4809,5270,2306,15.02,12.89,30.94,12.41,7.4,51.51,19.22,16.75,17.08,21.41,9.87,19.92,9.69,9.78,3.06,80.37,77.11,84.51,84.91,51.58,59.78,252,1.94,850,18.82,23.53,34.35,56.94,1.02,1.28,1.86,3.09,88.07,2.85,4.72,3.44,2.55,2.58,2.47,74.1,4.7,50.24,2,860,87.54,73.22,5,61.16,1956,9.19,0.83,23700,36300,57300,33600,177,238,309,132,325,26,16.3,12.1,0,0,5.42,59.3,56.25,79.91,91.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1748.7,0,?,?,?,?,0,?,0,0,3,19.74,5,32.9,29,190.83,91,598.8,404,2658.42,19,125.02,2,13.16,243.47,3395.41
Chaskacity,MN,19,10972,9,11339,2.69,0.39,98.11,1.03,0.7,12.65,30.06,12.22,5.98,0,0,34235,86.29,0.98,40.8,16.25,4.15,8.89,38708,14803,14798,70000,6984,5959,24000,11780,771,6.86,5.42,12.45,18.05,4.02,75.91,28.67,17.67,16.16,20.84,9.65,28.54,13.69,11.73,3.18,76.85,78.27,87.52,75.91,70.76,79.04,186,2.37,154,17.53,20.78,26.62,35.71,0.24,0.28,0.36,0.49,96.29,0.85,3.98,2.85,2.67,2.89,2.18,74.73,1.85,47.72,3,264,94.1,69.04,0.38,26.89,1976,1.8,0.16,75700,90100,110600,34900,352,457,544,192,500,24.2,21.8,12.8,0,0,1.36,77.17,42.33,62.65,90.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.2,799.1,0.75,?,?,?,?,0,?,0,0,?,?,2,14.68,13,95.44,58,425.81,372,2731.08,11,80.76,1,7.34,?,3244.99
Dunmoreborough,PA,69,20352,9,15403,2.57,0.34,99.27,0.31,0.53,13.39,24.77,13.52,21.03,15403,100,25927,69.42,0.55,47.25,42.92,5.73,20.57,32344,13083,13118,7940,0,2000,0,12231,1601,10.84,9.54,25.96,18.84,4.21,56.2,16.72,30.3,15.72,28.64,6.35,31.45,7.29,6.89,3.03,78.59,76.45,84.78,76.18,54.6,69.84,93,0.78,241,3.32,9.54,9.54,9.54,0.05,0.15,0.15,0.15,93.74,0.59,4.3,2.94,2.42,2.65,1.98,71.56,0.7,38.8,3,311,95.07,65.31,2.89,49.52,1939,1.08,0.29,54200,72900,98700,44500,204,279,360,156,344,20.8,18.3,14.5,0,0,1.56,90.59,72.55,92.44,96.43,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.1,1700.3,1.93,?,?,?,?,0,?,0,0,4,26.91,6,40.37,12,80.74,30,201.84,299,2011.71,20,134.56,1,6.73,148.02,2354.84
Ecorsecity,MI,163,24740,9,12180,2.67,39.3,56.88,0.33,6.73,15.43,29.15,14.79,11.36,12180,100,18956,66.46,0.24,18.92,31.31,22.12,19.94,22283,9781,10099,9687,5045,3171,8772,7229,3245,26.86,15.78,43.45,3.27,15.73,45.17,30.94,16.45,29.41,10.14,16.13,37.8,18.47,17.37,3.27,49.18,44.42,53.01,48.79,44.97,50.52,1003,9.27,269,3.72,5.95,9.67,9.67,0.08,0.13,0.21,0.21,92.93,0.71,8.4,5.73,2.66,2.71,2.58,59.52,5.4,50.91,2,429,91.42,58.36,13.05,50.35,1949,11.18,0.26,17900,25500,34900,17000,209,271,330,121,358,34.6,16.6,15.4,0,0,2.21,69.21,59.01,93.62,95.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,4356.2,2.94,?,?,?,?,0,?,1,8.62,?,?,36,310.29,107,922.25,158,1361.83,200,1723.84,85,732.63,25,215.48,?,4033.79
Dubuquecity,IA,61,91085,9,57546,2.68,0.58,98.4,0.64,0.64,15.22,26.93,14.36,13.79,57546,100,27027,74.53,1.14,52.26,31.05,6.47,18.8,32881,12377,12488,4593,7034,4741,5302,5222,5958,10.9,9.4,21.58,19.42,5.01,61.98,21.58,29.68,15.86,24.8,6.79,31.41,8.34,7.63,3.11,79.61,79.66,85.11,83.59,71.52,76.35,814,1.62,839,28.72,32.66,39.09,42.19,0.42,0.48,0.57,0.62,96.5,0.69,4.58,3.22,2.52,2.77,2.02,72.8,1.28,43.34,3,940,95.8,66.11,3.94,42.23,1952,2.37,0.18,38800,51600,67400,28600,195,255,330,135,315,24.2,16.1,12.1,79,84,1.46,77.04,56.88,84.39,89.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.9,2409,1.1,?,?,?,?,0,?,0,0,43,72.45,14,23.59,123,207.23,527,887.88,1876,3160.64,138,232.5,44,74.13,303.26,4355.15
Woburncity,MA,17,81035,9,35943,2.67,0.97,96.59,1.52,2.32,11.41,28.83,13.08,11.5,35943,100,42679,84.2,0.53,50.23,25.92,4.62,17.83,50428,18155,18308,16332,7697,16512,4879,11780,1822,5.1,4.27,13.63,23.73,5.7,70.37,16.56,25.83,9.87,31.19,6.8,36.93,9.47,8.19,3.23,77.78,76.35,84.52,83.69,60.84,70.13,382,1.46,2183,11.31,15.16,19.79,24.92,0.69,0.92,1.2,1.51,90.82,1.05,6.21,4.29,2.65,2.97,2.15,68.44,1.58,44.98,3,620,95.6,61.1,2.26,30.32,1956,0.76,0.26,151100,172600,198200,47100,514,651,768,254,710,24,22,12.6,0,0,6.07,81.77,63.18,88.94,93.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.1,2735.6,3.86,?,?,?,?,0,?,0,0,6,16.41,16,43.75,68,185.93,269,735.54,1098,3002.3,317,866.78,11,30.08,246.09,4634.69
Cerescity,CA,?,?,9,26314,3.07,1.71,77.95,5.03,22.65,14.34,28.25,12.21,7.9,26314,100,30876,78.3,1.29,25.65,22.68,15.11,12.95,33684,11603,12558,14658,12016,7657,7270,8706,4007,15.5,12.3,32.86,8.83,10.04,57.84,22.26,17.66,21.93,17.27,9.64,24.05,14.35,12.08,3.38,76.84,72.93,81.04,80.24,53.72,63.58,443,2.19,3276,12.58,19.08,26.22,39.19,1.57,2.38,3.26,4.88,77.44,5.35,8.33,6.75,3.04,3,3.1,64,10.72,41.58,3,494,94.56,64.76,0.4,17,1978,1.08,0.45,100400,127700,149500,49100,326,421,497,171,475,29.2,24.8,12.6,4,0,12.45,59.96,34.52,67.36,92.59,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.8,4562.1,0.3,?,?,?,?,0,?,0,0,9,29.92,35,116.34,140,465.38,455,1512.48,1303,4331.35,294,977.3,14,46.54,611.64,6867.67
CorpusChristicity,TX,?,?,9,257453,2.88,4.8,76.14,0.93,50.38,15.48,28.43,13.25,9.22,257453,100,25773,79.1,1.08,31.82,22.88,8.87,14.11,29855,11755,12962,7802,12695,12815,7528,7562,50525,20,14.99,29.13,17.82,8.27,59.5,9.39,24.86,11.05,24.75,11.3,28.73,15.01,13.22,3.37,72.16,66.61,78.2,74.35,55.55,63.28,5773,2.76,13549,7.39,11.88,19.06,30.7,0.39,0.62,1,1.62,58.01,5.4,8.4,6.2,2.83,2.98,2.64,59.5,9.39,51.02,2,10737,89.28,56.59,7.5,39.87,1968,9.23,0.74,40100,56500,77300,37200,230,305,392,162,373,25.7,21.3,12.6,107,11,5.26,74.24,49.89,82.45,92.82,367,130.79,333,118.67,200000,71274.6,545,130.8,100,53.95,4.09,41.14,0.82,46.05,23,9,139.2,139.8,1841.2,1.86,202,21522684,90.74,10,6.27,76701,34,12.12,194,69.14,509,181.39,1488,530.28,4600,1639.32,18919,6742.22,1672,595.86,214,76.26,792.93,9053.65
Winnetkavillage,IL,?,?,9,12174,2.84,0.37,96.65,2.85,0.86,12.72,18.85,9.52,11.61,12174,100,118456,80.21,1.56,78.44,24.48,1.06,12.2,139008,62482,62596,8900,0,60886,5465,39688,182,1.5,0.41,1.46,79.18,1.55,62.22,10.35,32.31,1.76,58.16,3.25,22.5,6.42,4.9,3.18,91.83,92.25,100,93.81,49.26,47.95,0,0,707,15.56,26.73,35.36,36.21,0.9,1.55,2.05,2.1,92.56,1.02,5.59,4.6,2.84,2.95,2.1,90.94,0.33,15.01,4,194,95.67,87.77,0,40.72,1939,0,0.16,330700,483500,500001,169301,545,681,1001,456,705,20.2,18,13.6,0,0,5.81,55.62,61.86,84.06,86.65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,3074.2,26.56,?,?,?,?,0,?,0,0,?,?,3,23.84,3,23.84,92,731.15,214,1700.71,7,55.63,0,0,?,2487.48
Waterfordtown,CT,11,80280,9,17930,2.58,2.07,95.9,1.39,1.73,10.99,21.68,10.18,16.41,16540,92.25,44167,78.19,0.66,60.35,31.1,2.78,24.95,49200,19537,19687,12860,3291,25444,31526,24946,583,3.36,7.38,18.15,22.31,4.4,61.89,20.97,27.24,9.43,33.12,7.82,26.78,9.41,8.64,2.94,82.49,78.37,96.26,83.69,62.51,68.04,160,1.15,943,1.91,3.18,8.27,11.03,0.1,0.17,0.44,0.58,93.17,0.53,3.21,2.37,2.49,2.54,2.21,86.24,0.62,32.69,3,401,94.55,84.5,2.99,55.11,1957,0.39,0.2,127200,159700,204600,77400,421,570,695,274,656,24.7,21.2,11.9,22,0,5.26,62.25,65.22,89.02,93.29,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,33.9,528.4,0.79,?,?,?,?,0,?,1,5.6,4,22.41,13,72.83,42,235.29,93,521.01,701,3927.17,42,235.29,5,28.01,336.13,4711.48
Petalumacity,CA,?,?,9,43184,2.69,1.28,92.1,3.31,9.23,12.48,24,11.09,10.28,0,0,40926,80.82,0.89,48.05,23.47,4.91,17.64,46387,17170,17554,13937,21106,14838,7550,11011,1772,4.16,4.55,13.63,24.35,3.86,68.94,12.27,22.64,11.64,29.58,10.31,28.02,14.54,12.51,3.13,78.07,77.12,90.35,72.55,63.64,71.67,311,1.05,3762,13.08,17.25,23.92,29.21,1.14,1.5,2.08,2.54,88.12,2.2,4.79,3.44,2.66,2.74,2.49,69.01,3.18,38.4,3,484,97.07,66.91,0.83,23.76,1971,0.98,0.23,168400,204000,252000,83600,491,641,806,315,709,28.2,24.9,11.7,68,24,8.71,60.22,47.18,71.98,92.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12.8,3386.4,4.26,?,?,?,?,0,?,2,4.33,28,60.62,28,60.62,181,391.89,407,881.2,1096,2372.96,133,287.96,13,28.15,517.46,3570.27
Westerlytown,RI,9,77000,9,21605,2.55,0.6,97.87,1.04,0.83,11.78,26.23,12.27,14.94,0,0,34844,77.1,0.63,46.91,30.54,5.49,19.63,41419,16409,16483,14766,15054,10945,17243,10287,1400,6.56,8.65,24.37,20.43,7.34,61.81,24.61,22.42,13.63,27.76,7.72,27.38,10.24,9.05,3.03,78.4,77.06,88.01,81.88,62.03,71.59,169,1.05,1183,2.45,4.9,8.96,17.33,0.13,0.27,0.49,0.95,88.57,0.93,3.35,2.37,2.52,2.71,2.21,66.28,1.3,44.73,3,2051,80.51,61.56,0.49,65.92,1962,1.39,0.19,119700,150400,205400,85700,330,449,567,237,543,27.4,22,12.8,12,0,5.48,57.92,54.66,78.88,80.08,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.2,693,0.45,?,?,?,?,0,?,2,9.29,0,0,2,9.29,10,46.45,84,390.15,214,993.96,17,78.96,1,4.64,65.03,1467.72
OceanCitycity,NJ,9,54360,9,15512,2.19,4.93,93.96,0.5,1.31,10.03,23.97,11.46,20.07,15512,100,32018,69.96,0.43,51.77,36.85,3.63,23.76,38998,20399,21100,10328,1908,9387,6365,10136,1012,6.59,3.36,13.72,26.62,4.64,58.94,5.09,23.38,6.1,32.9,10.06,31.71,13.03,11.68,2.79,66.51,65.22,78.2,72.24,67.79,73.47,291,2.39,370,20,36.76,36.76,38.92,0.48,0.88,0.88,0.93,94.89,0.71,3.39,2.02,2.17,2.23,2.1,55.25,1.51,34.93,3,11806,37.47,53.73,0.18,70.51,1965,2.57,0.58,130600,176700,263700,133100,433,533,636,203,632,26.7,26,15.6,0,0,2.39,35.21,43.36,64.1,80.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.2,2164.1,2.8,?,?,?,?,0,?,0,0,4,26.49,14,92.72,26,172.2,410,2715.41,1124,7444.2,34,225.18,3,19.87,291.41,10404.66
Emmausborough,PA,77,23584,9,11157,2.39,0.29,98.87,0.62,0.61,10.72,22.81,11,17.5,11157,100,33410,71.56,0.63,61.47,35.91,3.49,21.02,40287,16211,16319,11116,18428,10109,5935,12524,470,4.23,10.87,23.81,18.82,4.85,61.06,30.08,21.52,17.45,24.38,7.41,23.53,8.99,8.25,2.87,81.78,81.64,89.56,90.71,59.8,72.11,103,1.24,218,4.13,37.16,40.83,40.83,0.08,0.73,0.8,0.8,94.44,0.31,1.56,1.09,2.38,2.6,1.89,75.28,0.53,37.93,3,196,95.98,68.85,0,27.55,1954,0.15,0.45,81300,101700,131800,50500,328,412,516,188,481,25.3,21.3,11.9,0,0,1.95,84.13,62.88,87.42,93.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3726.5,0.9,?,?,?,?,0,?,0,0,3,24.66,3,24.66,11,90.42,45,369.88,291,2391.91,14,115.07,1,8.22,139.73,2885.09
Anokacity,MN,3,1720,9,17192,2.69,0.58,97.4,1.07,0.76,14.3,30.82,14.81,9.56,17192,100,31289,80.44,0.27,42.64,23.21,5.62,13.56,38241,14148,14319,8639,5781,4521,0,6649,1393,8.48,7.6,17.45,16.42,5.6,66.25,25.98,20.53,18.3,20.8,11,32.72,13.91,12.5,3.12,70.9,72.17,78.47,75.51,73.84,78.15,440,3.24,232,15.95,19.4,19.4,21.55,0.22,0.26,0.26,0.29,96.09,0.27,3.96,2.71,2.57,2.93,2.1,64.26,3.02,53.73,2,405,94.04,56.26,0.49,24.94,1969,2.25,0.12,66700,80000,94600,27900,356,418,494,138,446,26.6,19.1,11.8,21,0,1.35,76.87,47,74.93,92.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.8,2510.4,2.26,?,?,?,?,0,?,0,0,?,?,6,35.62,21,124.68,166,985.57,636,3776.05,53,314.67,11,65.31,?,5141.6
Gainesvillecity,FL,?,?,9,84770,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,84770,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,31321,11549,13322,6267,11591,8622,6632,8256,19860,26.33,5.08,15.16,40.49,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,10.29,2.98,64.19,59.11,73.3,69.09,59.6,68.72,3666,8.01,6908,30.37,42.72,55.34,62.35,2.47,3.48,4.51,5.08,88.85,0.92,4.01,2.26,2.35,2.54,2.18,50.9,4.91,52.33,2,2684,92.24,47.1,5.55,33.01,1969,5.89,0.45,47800,63800,88800,41000,222,305,411,189,383,33.2,19.5,12.1,35,7,8.15,43.16,34,55.72,81.04,192,215.38,162,181.72,64718,72597.8,337.1,215.4,86.15,77.73,11.37,0.47,0.95,12.8,16,7,75.3,36.1,2347.4,2.7,212,11961756,84.38,10,8.33,134181.59,4,4.49,83,93.11,368,412.81,948,1063.42,2313,2594.62,6197,6951.52,784,879.46,24,26.92,1573.82,10452.52
Plantationcity,FL,?,?,9,66692,2.52,6.17,90.7,1.83,8.14,12.47,24.85,11.7,13.02,66692,100,41832,80.64,0.82,53.22,26,2.53,13.21,50382,21702,22402,15340,17358,15381,9891,14803,2339,3.54,3.84,12.34,31.73,3.91,66.72,9.19,24.38,4.97,37.33,8.24,27.15,12.08,10.27,2.97,80.7,79.43,91.84,76.66,59.08,68.12,590,1.28,9284,12.16,18.42,26.13,34.31,1.69,2.56,3.64,4.78,85.15,1.91,2.99,2.12,2.5,2.63,2.16,76.31,2.45,48.78,3,2910,90.1,72.6,0.24,24.54,1978,0.62,0.18,93300,130100,172900,79600,530,617,735,205,705,27.1,23.2,12.5,0,0,13.92,20.85,40.63,70.21,77.34,132,173.94,125,164.71,48367,63733.9,366.4,173.9,94.28,90,2.14,1.43,0.71,4.29,11,9,47.1,22.5,2959.4,0.87,101,8891999,94.7,5,8.33,117171.1,4,5.27,12,15.81,176,231.92,189,249.05,1011,1332.21,4689,6178.76,838,1104.24,12,15.81,502.05,8631.03
BaldwinParkcity,CA,?,?,9,69330,4.17,2.43,55.56,12.27,70.75,18.77,34.53,17.32,5.16,69330,100,32684,86.09,0.54,18.66,15.9,13.71,10.35,33029,8858,8802,11167,8690,11064,7843,7634,10727,15.69,27.25,49.5,9.68,8.45,60.27,29.68,14.55,29.28,13.25,7.28,39.35,12.04,9.66,4.33,73.13,64.84,78.59,76.92,54.44,58.82,3751,7.15,29810,16.98,28.33,37.78,49.76,7.3,12.18,16.24,21.4,30.17,20.56,27.89,24.14,4.13,4.06,4.25,59.01,37.49,60.31,2,565,96.71,60.12,5.66,16.46,1964,5.61,0.73,122900,151100,179500,56600,470,588,697,227,648,30.8,25.2,11.2,0,3,43,44.74,46.7,87.39,89.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.8,10147.8,4.11,?,?,?,?,0,?,8,10.94,14,19.14,196,268.02,224,306.31,1144,1564.38,290,396.56,743,1016.03,16,21.88,604.42,2998.85
Elkhartcity,IN,?,?,9,43627,2.49,13.95,83.95,0.79,2.04,13.24,28.17,13.42,11.67,43627,100,25291,79.51,0.66,35.8,25.94,6.72,12.01,30251,13331,14378,7583,10467,10822,8565,8110,5332,12.5,8.56,28.27,13.69,5.01,66.53,43.45,13.8,29.38,17.86,14.46,28.56,17.13,15.89,3.04,63.78,59.36,67.86,68.34,65.23,75.19,2102,6.16,1159,19.41,24.33,30.97,40.64,0.52,0.65,0.82,1.08,94.51,0.62,4.64,3.05,2.45,2.59,2.27,59.14,2.57,53.2,2,1628,91.5,55.94,1.17,24.82,1955,11.94,0.14,37700,49200,68200,30500,251,333,392,141,388,24.4,17,12,58,9,2.66,61.84,48.86,81.37,86.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.8,2457,1,?,?,?,?,0,?,3,6.63,58,128.21,122,269.69,43,95.05,789,1744.15,3114,6883.75,176,389.06,38,84,499.59,9100.96
Riversidecity,CA,?,?,9,226505,3,7.39,70.79,5.22,25.97,16.44,31.46,16.09,8.01,226505,100,34801,82.5,0.66,35.13,19.83,8.89,15.42,40054,14235,16092,11890,12339,12045,7741,8373,26280,11.94,8.84,22.23,19.32,6.91,62.31,16.66,24.97,14.75,26.24,9.97,34.8,14.76,12.41,3.4,73,68.1,83.12,76.2,54.93,63.13,6242,3.98,35060,16.36,27.88,37.43,49.06,2.53,4.31,5.79,7.59,74.97,5.97,10.38,7.53,2.92,3.05,2.75,58.86,10.82,47.14,3,4777,94.05,56.27,2.43,18.88,1969,3.63,0.33,105200,134800,170300,65100,419,512,629,210,575,29.6,23.9,11.3,174,12,15.48,50.09,40.25,68.49,89.05,954,392.82,623,256.53,69057,28435,72.4,392.8,94.12,75.58,7.97,14.47,1.47,23.27,20,9,146.8,80.5,2814.4,1.58,378,83652896,65.3,5,2.1,344450.5,33,13.59,131,53.94,1287,529.94,2524,1039.29,4975,2048.51,9635,3967.32,3562,1466.69,338,139.18,1636.75,7621.71
Naugatucktown,CT,9,49950,9,30625,2.7,1.85,96.23,0.86,3.1,12.72,27.14,12.15,11,30625,100,39902,82.19,0.25,46.9,25.27,3.51,18.45,46654,16691,16769,16229,8668,10396,15835,12278,1286,4.22,9.51,21.84,17.02,5.21,69.06,29.21,20.59,17.13,24.6,7.75,28.43,10.28,9.07,3.2,81.87,80.06,91.22,82.24,62.84,72.04,349,1.64,2721,13.23,17.9,22.57,27.53,1.18,1.59,2,2.45,84.37,2.22,4.17,3.05,2.69,2.89,2.27,72.28,1.84,46.17,3,600,94.97,67.13,0.83,44.17,1963,0.86,0,121400,143100,169100,47700,359,478,578,219,578,23.9,24.3,14.4,9,0,8.88,69.5,55.79,81.98,91.38,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,1803.3,0.75,?,?,?,?,0,?,0,0,6,19.37,2,6.46,17,54.9,141,455.31,572,1847.07,106,342.29,10,32.29,80.73,2676.96
Pembertontownship,NJ,5,57510,9,31342,3.12,22.82,68.79,4.35,8.05,16,29.09,13.14,5.9,0,0,35460,87.99,0.83,29.14,16.34,6.85,22.78,37354,12610,12811,12858,8977,9446,11450,10870,2164,7.05,7.74,23.51,8.91,5.5,68.46,12.15,27.29,15.76,18.82,9.18,30.11,13.47,11.38,3.42,75.51,69.58,83.35,76.53,61.19,71.68,827,3.71,2135,8.1,10.82,14.43,19.39,0.55,0.74,0.98,1.32,85.63,1.13,7.51,6.07,3.08,3.11,2.99,73.77,5.16,34.62,3,474,95.5,73.04,13.92,40.08,1968,3.95,0.41,80200,92900,111500,31300,396,442,533,137,520,26.2,22.7,13.9,13,0,6.81,43.12,54.97,72.42,81.19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,64,489.9,1.11,?,?,?,?,0,?,0,0,22,68.57,20,62.34,79,246.24,323,1006.8,489,1524.22,67,208.84,20,62.34,377.16,2802.19
LittleFallstownship,NJ,31,40620,9,11294,2.66,1.72,95.26,1.92,3.64,16.11,30.53,18.93,15.21,11294,100,44970,79.79,0.73,63.88,32.54,2.38,17.39,53128,21204,21777,3672,0,13204,15514,14945,291,2.83,6.17,17.56,27.34,3.97,65.65,14.31,24.53,8.28,33.94,7.16,36.09,8.82,8.07,3.01,83.71,82.53,95.6,89.39,57.22,68.22,7,0.1,1030,4.95,11.26,18.74,24.27,0.45,1.03,1.71,2.21,86.14,1.54,3.9,2.67,2.43,2.66,1.91,75.66,1.16,45.27,3,222,95.02,69.04,0.9,31.08,1956,0.47,0,159000,194700,246200,87200,458,620,803,345,696,24.7,22,15.3,0,9,9.12,69.03,61.09,74.91,95.72,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.9,3962.3,6.07,?,?,?,?,0,?,0,0,2,16.86,12,101.18,24,202.36,70,590.22,370,3119.73,88,741.99,1,8.43,320.4,4460.37
Faribaultcity,MN,131,20546,9,17085,2.67,0.34,97.34,1.47,1.48,13.47,25.91,11.68,12.7,0,0,24604,75.2,0.74,44.99,31.67,7.19,11.8,32668,11563,11663,2212,9908,5123,7738,7047,1342,8.42,13.28,26.2,15.95,4.26,63.89,23.77,30.71,19.45,22.74,9.58,30.29,11.4,10.56,3.09,73.18,71.82,81.15,81.61,78.46,84.1,368,2.56,191,15.71,18.32,43.98,47.64,0.18,0.2,0.49,0.53,96.72,0.59,4.53,3.07,2.49,2.72,1.94,76.62,1.83,44.27,3,226,96.59,70.06,2.21,37.61,1956,3.22,0.54,46000,58500,73400,27400,212,288,375,163,339,25.6,17.6,12.9,0,0,1.12,83.32,56.77,84.06,94.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1425.5,0.88,?,?,?,?,0,?,0,0,?,?,8,44.3,17,94.14,178,985.71,767,4247.42,75,415.33,10,55.38,?,5703.84
Loraincity,OH,93,44856,9,71245,2.72,13.77,78.22,0.32,16.93,14.96,26.85,12.84,12.28,71245,100,24123,70.36,0.29,32.66,29.97,14.47,21.78,29304,10676,11583,7382,11084,22264,6832,7249,13980,19.85,11.46,32.49,7.67,9.32,52.6,29.89,22.74,24.12,17.29,10.85,29.38,14.66,12.9,3.22,63.63,58.95,67.43,67.69,50.92,57.84,2754,4.53,1968,2.13,4.37,4.67,5.54,0.06,0.12,0.13,0.15,82.6,2.69,6.54,4.77,2.69,2.76,2.58,62.67,3.45,40.24,3,1346,95.11,61.08,6.09,44.87,1956,8.66,0.32,40600,52300,69800,29200,202,278,338,136,363,27.5,16.9,12.8,20,5,2.76,70.47,60.39,90.71,93.94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.9,2859,0.71,?,?,?,?,0,?,2,2.81,51,71.6,84,117.93,81,113.71,718,1007.99,1051,1475.48,185,259.72,8,11.23,306.05,2754.42
Mansfieldcity,OH,139,47138,9,50627,2.51,18.08,80.73,0.61,0.94,13.65,27.64,13.77,13.49,50627,100,22591,71.73,0.29,36.46,29.9,11.51,18.4,28504,11774,12516,7566,9566,38335,2927,5973,8474,17.83,11.21,30.3,12.97,8.76,51.9,28.69,21.32,22.43,20.92,12.21,32.73,15.92,14.12,3,64.22,60.25,70.81,69.94,57.97,64.34,1881,4.71,1391,6.47,9.71,10.93,12.94,0.18,0.27,0.3,0.36,94.6,0.57,4.22,2.72,2.36,2.51,2.15,61.7,1.66,49.08,3,1712,92.19,58.03,7.48,44.86,1953,9.14,0.34,28800,42300,65200,36400,199,257,310,111,336,25.3,17,12.9,30,0,2.75,74.51,52.23,84.27,94.21,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.9,1749.7,1.27,?,?,?,?,0,?,3,5.62,50,93.59,128,239.58,1151,2154.38,1265,2367.76,2613,4890.88,210,393.07,16,29.95,2493.17,7681.65
